ProfileId,CarName,MakeId,RootId,ModelId,VersionId,Url,FrontImagePath,InquiryId,Seller,PhotoCount,Price,PriceNumeric,Km,KmNumeric,MakeYear,MakeMonth,MakeName,RootName,ModelName,VersionName,MaskingName,Color,Fuel,AdditionalFuel,GearBox,SellerNote,VideoCount,OfferStartDate,OfferEndDate,LastUpdatedOn,AreaName,CityName,CityId,StateName,CertifiedLogoUrl,NoOfOwners,OwnerTypeId,IsPremium,IsHotDeal,Emi,EmiFormatted,FinanceUrlText,AbsureWarranty,AbsureScore,FinanceUrl,MakeMapping,RootMapping,ApiFlag,SortScore,MaskingNumber,SellerName,SellerContact,HostUrl,OriginalImgPath,CertificationId,InspectionText,HasWarranty,DealerQuickBloxId,SubSegmentID,VersionSubSegmentID,BodyStyleId,NBCityStripId,DeliveryText,DeliveryCity,NearbyCityText,IsPremiumPackage,IsNearbyCityListing,CertificationScore,Responses,IsEligibleForFinance,ResponsesText,MfgDate,ValuationUrl
D1469515,Toyota Etios Liva GD,17,188,766,2249,/used/cars-in-chennai/toyota-etios-liva-2011-2013-d1469515/,,1469515,Dealer,8,3.50L,350000,"63,000",63000,2011,6,Toyota,Etios Liva,Etios Liva [2011-2013],GD,etios-liva-2011-2013,Blue,Diesel,,Manual,"Very Good Condition, Finance Available & Test Drive Available",0,,,25 day(s) ago,Kolathur-Cpt,Chennai,176,Tamil Nadu,,Second Owner ,2,False,False,8280.0,"₹ 8,280",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1469515/step1?makeid=17&modelid=766&mfgyear=2011&cityid=176&price=350000&owner=2&mfgmonth=6,17~Toyota,188~Etios Liva~17~False,,15.766900062561,,Jayam Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/HJP7AHN_1193580_1_9033533.jpg,0,,False,-1,4,4,3,,,0,,False,False,,5,True,,2011-06-01T00:00:00,/used/valuation/report/?car=2249&year=2011&city=176&askingPrice=350000&owner=2
D1444560,Toyota Innova 2.5 V 7 STR,17,172,770,688,/used/cars-in-chennai/toyota-innova-2005-2009-d1444560/,,1444560,Dealer,9,9.75L,975000,"95,230",95230,2009,10,Toyota,Innova,Innova [2005-2009],2.5 V 7 STR,innova-2005-2009,Beige,Diesel,,Manual,,0,,,2 month(s) ago,Kolathur-Cpt,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,42547.0,"₹ 42,547",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1444560/step1?makeid=17&modelid=770&mfgyear=2009&cityid=176&price=975000&owner=1&mfgmonth=10,17~Toyota,172~Innova~17~False,,15.7486000061035,,Car Selections,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/ITA8K9F_1161756_1_8720260.jpeg,600,,False,-1,1,6,6,176,,0,,False,False,3.8,3,True,,2009-10-01T00:00:00,/used/valuation/report/?car=688&year=2009&city=176&askingPrice=975000&owner=1
D1473263,Toyota Fortuner 3.0 4x2 AT,17,135,245,2787,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1473263/,,1473263,Dealer,9,19.50L,1950000,"54,903",54903,2012,10,Toyota,Fortuner,Fortuner [2012-2016],3.0 4x2 AT,fortuner-2012-2016,White,Diesel,,Automatic,GOOD,0,,,6 day(s) ago,Adyar,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,True,False,57458.0,"₹ 57,458",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1473263/step1?makeid=17&modelid=245&mfgyear=2012&cityid=176&price=1950000&owner=1&mfgmonth=10,17~Toyota,135~Fortuner~17~False,,18.7227001190186,,A and S Pre Owned Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/TIRM7X1_1197651_1_9096154.jpeg,600,,False,-1,10,10,6,,,0,,True,False,4.2,5,True,,2012-10-01T00:00:00,/used/valuation/report/?car=2787&year=2012&city=176&askingPrice=1950000&owner=1
D1478258,Toyota Fortuner 2.5 Sportivo 4x2 AT,17,135,245,3883,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1478258/,,1478258,Dealer,6,17.50L,1750000,"1,06,204",106204,2013,6,Toyota,Fortuner,Fortuner [2012-2016],2.5 Sportivo 4x2 AT,fortuner-2012-2016,White,Diesel,,Automatic,good condition,0,,,13 day(s) ago,Ashok Nagar,Chennai,176,Tamil Nadu,,First Owner ,1,True,False,38963.0,"₹ 38,963",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1478258/step1?makeid=17&modelid=245&mfgyear=2013&cityid=176&price=1750000&owner=1&mfgmonth=6,17~Toyota,135~Fortuner~17~False,,18.719799041748,,Aara Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/LFX5EEF_1202848_1_9125074.jpeg,0,,False,-1,10,10,6,,,0,,True,False,,7,True,,2013-06-01T00:00:00,/used/valuation/report/?car=3883&year=2013&city=176&askingPrice=1750000&owner=1
D1444560,Toyota Innova 2.5 V 7 STR,17,172,770,688,/used/cars-in-chennai/toyota-innova-2005-2009-d1444560/,,1444560,Dealer,9,9.75L,975000,"95,230",95230,2009,10,Toyota,Innova,Innova [2005-2009],2.5 V 7 STR,innova-2005-2009,Beige,Diesel,,Manual,,0,,,2 month(s) ago,Kolathur-Cpt,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,42547.0,"₹ 42,547",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1444560/step1?makeid=17&modelid=770&mfgyear=2009&cityid=176&price=975000&owner=1&mfgmonth=10,17~Toyota,172~Innova~17~False,,15.7486000061035,,Car Selections,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/ITA8K9F_1161756_1_8720260.jpeg,600,,False,-1,1,6,6,,,0,,False,False,3.8,3,True,,2009-10-01T00:00:00,/used/valuation/report/?car=688&year=2009&city=176&askingPrice=975000&owner=1
D1430656,Toyota Fortuner 4x4 MT Limited Edition,17,135,245,3139,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1430656/,,1430656,Dealer,7,13.75L,1375000,"1,10,000",110000,2011,6,Toyota,Fortuner,Fortuner [2012-2016],4x4 MT Limited Edition,fortuner-2012-2016,White,Diesel,,Manual,Excellent Condition,0,,,1 month(s) ago,Annanagar,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,56669.0,"₹ 56,669",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1430656/step1?makeid=17&modelid=245&mfgyear=2011&cityid=176&price=1375000&owner=1&mfgmonth=6,17~Toyota,135~Fortuner~17~False,,15.7375001907349,,New Zain Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/79JEH5K_1150837_1_8618272.jpeg,0,,False,-1,10,10,6,,,0,,False,False,,20,True,,2011-06-01T00:00:00,/used/valuation/report/?car=3139&year=2011&city=176&askingPrice=1375000&owner=1
D1485404,Toyota Corolla Altis G Diesel,17,353,214,3478,/used/cars-in-chennai/toyota-corolla-altis-2011-2014-d1485404/,,1485404,Dealer,9,7.90L,790000,"42,593",42593,2013,7,Toyota,Corolla Altis,Corolla Altis [2011-2014],G Diesel,corolla-altis-2011-2014,Gold,Diesel,,Manual,Good,0,,,4 day(s) ago,Adambakkam,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,Second Owner ,2,False,False,15975.0,"₹ 15,975",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1485404/step1?makeid=17&modelid=214&mfgyear=2013&cityid=176&price=790000&owner=2&mfgmonth=7,17~Toyota,353~Corolla Altis~17~False,,11.7546997070312,,Sakthi Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/96FGFXU_1209038_1_9188222.jpeg,600,,False,-1,8,8,1,,,0,,True,False,4.0,4,True,,2013-07-01T00:00:00,/used/valuation/report/?car=3478&year=2013&city=176&askingPrice=790000&owner=2
D1481468,Toyota Innova 2.5 GX 7 STR BS-III,17,172,59,3178,/used/cars-in-chennai/toyota-innova-2013-2014-d1481468/,,1481468,Dealer,9,13.75L,1375000,"63,000",63000,2014,10,Toyota,Innova,Innova [2013-2014],2.5 GX 7 STR BS-III,innova-2013-2014,Silver,Diesel,,Manual,,0,,,11 day(s) ago,Adambakkam,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,27804.0,"₹ 27,804",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1481468/step1?makeid=17&modelid=59&mfgyear=2014&cityid=176&price=1375000&owner=1&mfgmonth=10,17~Toyota,172~Innova~17~False,,11.7399997711182,,Sakthi Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/IM4NGZL_1206193_1_9159348.jpg,0,,False,-1,7,7,6,,,0,,True,False,,3,True,,2014-10-01T00:00:00,/used/valuation/report/?car=3178&year=2014&city=176&askingPrice=1375000&owner=1
D1477691,Toyota Innova 2.5 VX 8 STR BS-IV,17,172,769,1922,/used/cars-in-chennai/toyota-innova-2009-2012-d1477691/,,1477691,Dealer,8,11L,1100000,"1,19,000",119000,2011,6,Toyota,Innova,Innova [2009-2012],2.5 VX 8 STR BS-IV,innova-2009-2012,Grey,Diesel,,Manual,"Good Condition, Insurance up to 30-11-17 Full option & Single Owner",0,,,15 day(s) ago,Habibullah Road,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,26022.0,"₹ 26,022",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1477691/step1?makeid=17&modelid=769&mfgyear=2011&cityid=176&price=1100000&owner=1&mfgmonth=6,17~Toyota,172~Innova~17~False,,11.726300239563,,Jains Car Shopee,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/GXGKUQP_1202218_1_9124086.jpeg,0,,False,-1,6,7,6,,,0,,True,False,,2,True,,2011-06-01T00:00:00,/used/valuation/report/?car=1922&year=2011&city=176&askingPrice=1100000&owner=1
D1479897,Toyota Innova 2.5 V 7 STR,17,172,770,688,/used/cars-in-chennai/toyota-innova-2005-2009-d1479897/,,1479897,Dealer,8,11L,1100000,"1,19,000",119000,2011,6,Toyota,Innova,Innova [2005-2009],2.5 V 7 STR,innova-2005-2009,Grey,Diesel,,Manual,good condition,0,,,14 day(s) ago,Ekkaduthangal,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,26022.0,"₹ 26,022",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1479897/step1?makeid=17&modelid=770&mfgyear=2011&cityid=176&price=1100000&owner=1&mfgmonth=6,17~Toyota,172~Innova~17~False,,11.72350025177,,Jains Car Shopee,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/TKDBWQA_1204557_1_9142527.jpeg,0,,False,-1,1,6,6,,,0,,True,False,,0,True,,2011-06-01T00:00:00,/used/valuation/report/?car=688&year=2011&city=176&askingPrice=1100000&owner=1
D1487230,Toyota Innova 2.5 V 7 STR,17,172,770,688,/used/cars-in-chennai/toyota-innova-2005-2009-d1487230/,,1487230,Dealer,9,10.75L,1075000,"1,60,464",160464,2011,12,Toyota,Innova,Innova [2005-2009],2.5 V 7 STR,innova-2005-2009,Beige,Diesel,,Manual,,0,,,2 day(s) ago,Annanagar,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,25430.0,"₹ 25,430",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1487230/step1?makeid=17&modelid=770&mfgyear=2011&cityid=176&price=1075000&owner=1&mfgmonth=12,17~Toyota,172~Innova~17~False,,11.7129001617432,,Eshwari Caars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/GNMM2U9_1212486_1_9223013.jpeg,600,,False,-1,1,6,6,,,0,,True,False,3.9,0,True,,2011-12-01T00:00:00,/used/valuation/report/?car=688&year=2011&city=176&askingPrice=1075000&owner=1
D1488923,Toyota Fortuner 3.0 MT,17,135,767,1598,/used/cars-in-chennai/toyota-fortuner-2009-2012-d1488923/,,1488923,Dealer,9,12.10L,1210000,"1,18,911",118911,2010,3,Toyota,Fortuner,Fortuner [2009-2012],3.0 MT,fortuner-2009-2012,Grey,Diesel,,Manual,Good,0,,,16 hour(s) ago,Adambakkam,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,0.0,,,,0,,17~Toyota,135~Fortuner~17~False,,11.7202997207642,,Sakthi Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/44JSONX_1212628_1_9224842.jpeg,600,,False,-1,10,10,6,,,0,,True,False,4.0,0,False,,2010-03-01T00:00:00,/used/valuation/report/?car=1598&year=2010&city=176&askingPrice=1210000&owner=1
D1478086,Toyota Innova 2.5 V 7 STR,17,172,770,688,/used/cars-in-chennai/toyota-innova-2005-2009-d1478086/,,1478086,Dealer,2,8.10L,810000,"1,57,000",157000,2008,6,Toyota,Innova,Innova [2005-2009],2.5 V 7 STR,innova-2005-2009,Silver,Diesel,,Manual,"Good Condition, Insurance up to 28-05-2018 full option & Single Owner",0,,,15 day(s) ago,Habibullah Road,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,0.0,,,,0,,17~Toyota,172~Innova~17~False,,11.685299873352,,Jains Car Shopee,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/Q3KCASN_1202643_1_9124068.jpeg,0,,False,-1,1,6,6,,,0,,True,False,,1,False,,2008-06-01T00:00:00,/used/valuation/report/?car=688&year=2008&city=176&askingPrice=810000&owner=1
D1479892,Toyota Innova 2.5 V 7 STR,17,172,770,688,/used/cars-in-chennai/toyota-innova-2005-2009-d1479892/,,1479892,Dealer,2,8.10L,810000,"1,57,000",157000,2008,6,Toyota,Innova,Innova [2005-2009],2.5 V 7 STR,innova-2005-2009,Silver,Diesel,,Manual,good condition,0,,,14 day(s) ago,Ekkaduthangal,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,0.0,,,,0,,17~Toyota,172~Innova~17~False,,11.6824998855591,,Jains Car Shopee,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/H6MBQKQ_1204552_1_9142362.jpeg,0,,False,-1,1,6,6,,,0,,True,False,,0,False,,2008-06-01T00:00:00,/used/valuation/report/?car=688&year=2008&city=176&askingPrice=810000&owner=1
D1481658,Toyota Fortuner 3.0 MT,17,135,767,1598,/used/cars-in-chennai/toyota-fortuner-2009-2012-d1481658/,,1481658,Dealer,4,11.50L,1150000,"2,05,439",205439,2011,6,Toyota,Fortuner,Fortuner [2009-2012],3.0 MT,fortuner-2009-2012,Black,Diesel,,Manual,good condition,0,,,11 day(s) ago,Ashok Nagar,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,47396.0,"₹ 47,396",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1481658/step1?makeid=17&modelid=767&mfgyear=2011&cityid=176&price=1150000&owner=1&mfgmonth=6,17~Toyota,135~Fortuner~17~False,,11.6588001251221,,Aara Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/3UAXLSG_1206396_1_9161306.jpeg,0,,False,-1,10,10,6,,,0,,True,False,,2,True,,2011-06-01T00:00:00,/used/valuation/report/?car=1598&year=2011&city=176&askingPrice=1150000&owner=1
D1477034,Toyota Innova 2.5 GX 7 STR BS-III,17,172,59,3178,/used/cars-in-chennai/toyota-innova-2013-2014-d1477034/,,1477034,Dealer,9,13.25L,1325000,"5,54,477",554477,2014,12,Toyota,Innova,Innova [2013-2014],2.5 GX 7 STR BS-III,innova-2013-2014,Red,Diesel,,Manual,Good,0,,,15 day(s) ago,Annanagar East,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,26793.0,"₹ 26,793",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1477034/step1?makeid=17&modelid=59&mfgyear=2014&cityid=176&price=1325000&owner=1&mfgmonth=12,17~Toyota,172~Innova~17~False,,11.555100440979,,Jain Car Shoppe,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/2M785GU_1201566_1_9112490.jpeg,600,,False,-1,7,7,6,,,0,,True,False,3.9,0,True,,2014-12-01T00:00:00,/used/valuation/report/?car=3178&year=2014&city=176&askingPrice=1325000&owner=1
D1471913,Toyota Innova 2.5 V 7 STR,17,172,770,688,/used/cars-in-chennai/toyota-innova-2005-2009-d1471913/,,1471913,Dealer,9,15.95L,1595000,"13,937",13937,2014,3,Toyota,Innova,Innova [2005-2009],2.5 V 7 STR,innova-2005-2009,Gold,Diesel,,Manual,Good,0,,,22 day(s) ago,Medavakkam,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,32253.0,"₹ 32,253",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1471913/step1?makeid=17&modelid=770&mfgyear=2014&cityid=176&price=1595000&owner=1&mfgmonth=3,17~Toyota,172~Innova~17~False,,9.76539993286133,,Bright Choice,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/JNR43CV_1196185_1_9058375.jpeg,600,,False,-1,1,6,6,,,0,,False,False,4.1,6,True,,2014-03-01T00:00:00,/used/valuation/report/?car=688&year=2014&city=176&askingPrice=1595000&owner=1
D1482590,Toyota Innova 2.5 VX 8 STR BS-IV,17,172,59,3175,/used/cars-in-chennai/toyota-innova-2013-2014-d1482590/,,1482590,Dealer,9,15.25L,1525000,"38,875",38875,2014,11,Toyota,Innova,Innova [2013-2014],2.5 VX 8 STR BS-IV,innova-2013-2014,Grey,Diesel,,Manual,GOOD,0,,,10 day(s) ago,Annamalaipuram,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,30838.0,"₹ 30,838",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1482590/step1?makeid=17&modelid=59&mfgyear=2014&cityid=176&price=1525000&owner=1&mfgmonth=11,17~Toyota,172~Innova~17~False,,9.75870037078858,,Minisha Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/U65ET8P_1207463_1_9171652.jpeg,600,,False,-1,7,7,6,,,0,,False,False,4.0,2,True,,2014-11-01T00:00:00,/used/valuation/report/?car=3175&year=2014&city=176&askingPrice=1525000&owner=1
D1480635,Toyota Fortuner 3.0 MT,17,135,767,1598,/used/cars-in-chennai/toyota-fortuner-2009-2012-d1480635/,,1480635,Dealer,8,12.95L,1295000,"63,000",63000,2010,6,Toyota,Fortuner,Fortuner [2009-2012],3.0 MT,fortuner-2009-2012,Silver,Diesel,,Manual,Very Good Condition,0,,,5 day(s) ago,Medavakkam,Chennai,176,Tamil Nadu,,Second Owner ,2,False,False,0.0,,,,0,,17~Toyota,135~Fortuner~17~False,,9.75,,Bright Choice,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/PJKV4TG_1205339_1_9150168.jpeg,0,,False,-1,10,10,6,,,0,,False,False,,4,False,,2010-06-01T00:00:00,/used/valuation/report/?car=1598&year=2010&city=176&askingPrice=1295000&owner=2
D1470904,Toyota Innova 2.5 G4 8 STR,17,172,770,686,/used/cars-in-chennai/toyota-innova-2005-2009-d1470904/,,1470904,Dealer,8,11.75L,1175000,"53,000",53000,2012,6,Toyota,Innova,Innova [2005-2009],2.5 G4 8 STR,innova-2005-2009,Grey,Diesel,,Manual,Good Condition,0,,,23 day(s) ago,Medavakkam,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,23760.0,"₹ 23,760",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1470904/step1?makeid=17&modelid=770&mfgyear=2012&cityid=176&price=1175000&owner=1&mfgmonth=6,17~Toyota,172~Innova~17~False,,9.75520038604736,,Bright Choice,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/3NTRICU_1195047_1_9047853.jpeg,0,,False,-1,1,6,6,,,0,,False,False,,5,True,,2012-06-01T00:00:00,/used/valuation/report/?car=686&year=2012&city=176&askingPrice=1175000&owner=1
D1472079,Toyota Etios VD,17,122,765,2248,/used/cars-in-chennai/toyota-etios-2010-2013-d1472079/,,1472079,Dealer,9,5.15L,515000,"74,295",74295,2011,3,Toyota,Etios,Etios [2010-2013],VD,etios-2010-2013,Blue,Diesel,,Manual,Good,0,,,22 day(s) ago,Medavakkam,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,12183.0,"₹ 12,183",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1472079/step1?makeid=17&modelid=765&mfgyear=2011&cityid=176&price=515000&owner=1&mfgmonth=3,17~Toyota,122~Etios~17~False,,9.75469970703125,,Bright Choice,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/PN21I8X_1196369_1_9060117.jpeg,600,,False,-1,4,6,1,,,0,,False,False,4.0,3,True,,2011-03-01T00:00:00,/used/valuation/report/?car=2248&year=2011&city=176&askingPrice=515000&owner=1
D1484422,Toyota Fortuner 3.0 4x2 AT,17,135,245,2787,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1484422/,,1484422,Dealer,9,25.50L,2550000,"31,218",31218,2015,3,Toyota,Fortuner,Fortuner [2012-2016],3.0 4x2 AT,fortuner-2012-2016,Silver,Diesel,,Automatic,Good,0,,,6 day(s) ago,Medavakkam,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,48531.0,"₹ 48,531",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1484422/step1?makeid=17&modelid=245&mfgyear=2015&cityid=176&price=2550000&owner=1&mfgmonth=3,17~Toyota,135~Fortuner~17~False,,9.74759960174561,,Bright Choice,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/YLI5D7O_1209433_1_9192081.jpeg,600,,False,-1,10,10,6,,,0,,False,False,4.0,4,True,,2015-03-01T00:00:00,/used/valuation/report/?car=2787&year=2015&city=176&askingPrice=2550000&owner=1
D1475704,Toyota Innova 2.5 G 7 STR BS-III,17,172,768,3447,/used/cars-in-chennai/toyota-innova-2012-2013-d1475704/,,1475704,Dealer,9,6.75L,675000,"1,37,031",137031,2007,3,Toyota,Innova,Innova [2012-2013],2.5 G 7 STR BS-III,innova-2012-2013,Maroon,Diesel,,Manual,GOOD,0,,,18 day(s) ago,Annamalaipuram,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,Second Owner ,2,False,False,0.0,,,,0,,17~Toyota,172~Innova~17~False,,9.73069953918457,,Minisha Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/XAC4PMO_1200371_1_9099221.jpeg,600,,False,-1,7,7,6,,,0,,False,False,3.8,4,False,,2007-03-01T00:00:00,/used/valuation/report/?car=3447&year=2007&city=176&askingPrice=675000&owner=2
D1479690,Toyota Corolla H4 1.8G,17,88,56,179,/used/cars-in-chennai/toyota-corolla-d1479690/,,1479690,Dealer,2,2.25L,225000,"80,000",80000,2006,6,Toyota,Corolla,Corolla,H4 1.8G,corolla,Black,Petrol,,Automatic,excellent  and automatic transmission,0,,,11 day(s) ago,Thyagaraya Nagar H O,Chennai,176,Tamil Nadu,,Second Owner ,2,False,False,0.0,,,,0,,17~Toyota,88~Corolla~17~True,,9.72519969940186,,GT Reddy Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/TPU7SJI_1200370_1_9099204.jpg,0,,False,-1,1,1,1,,,0,,False,False,,3,False,,2006-06-01T00:00:00,/used/valuation/report/?car=179&year=2006&city=176&askingPrice=225000&owner=2
D1478142,Toyota Innova 2.5 V 8 STR,17,172,770,163,/used/cars-in-chennai/toyota-innova-2005-2009-d1478142/,,1478142,Dealer,9,9.50L,950000,"1,50,609",150609,2010,6,Toyota,Innova,Innova [2005-2009],2.5 V 8 STR,innova-2005-2009,Gold,Diesel,,Manual,,0,,,12 day(s) ago,Tiruverkadu,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,29639.0,"₹ 29,639",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1478142/step1?makeid=17&modelid=770&mfgyear=2010&cityid=176&price=950000&owner=1&mfgmonth=6,17~Toyota,172~Innova~17~False,,9.72469997406006,,Harsha Toyota ,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/1CBJ68M_1202714_1_9123720.jpeg,600,,False,-1,1,6,6,,,0,,False,False,4.0,3,True,,2010-06-01T00:00:00,/used/valuation/report/?car=163&year=2010&city=176&askingPrice=950000&owner=1
D1485663,Toyota Innova 2.5 G BS IV 8 STR,17,172,863,3863,/used/cars-in-chennai/toyota-innova-2015-2016-d1485663/,,1485663,Dealer,7,6.70L,670000,"1,20,221",120221,2008,5,Toyota,Innova,Innova [2015-2016],2.5 G BS IV 8 STR,innova-2015-2016,Green,Diesel,,Manual,,0,,,4 day(s) ago,Madras Air Port,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,0.0,,,,0,,17~Toyota,172~Innova~17~False,,9.72669982910156,,Captial Honda,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/GPMSD1O_1210758_1_9205365.jpg,0,,False,-1,7,7,6,176,,0,,False,False,,0,False,,2008-05-01T00:00:00,/used/valuation/report/?car=3863&year=2008&city=176&askingPrice=670000&owner=1
